Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Aldgate,51.514884613961875,-0.07835558216724178,KERB Gherkin,51.51480339520803,-0.08064315740733644,Street Food Gathering
Aldgate,51.514884613961875,-0.07835558216724178,Benk + Bo,51.515731,-0.075875,Bakery
Aldgate,51.514884613961875,-0.07835558216724178,Tifinbox,51.51634524607388,-0.07719514759508633,Indian Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Planet Organic,51.51682682050462,-0.0786356082195597,Organic Grocery
Aldgate,51.514884613961875,-0.07835558216724178,The Japanese Canteen,51.513775,-0.079079,Japanese Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Devonshire Club,51.51635056243247,-0.07784831056051189,Hotel
Aldgate,51.514884613961875,-0.07835558216724178,Bife,51.5157,-0.0754378,Argentinian Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,1n1 Fashion Pizza,51.516037,-0.075865276,Pizza Place
Aldgate,51.514884613961875,-0.07835558216724178,Walter And Monty,51.514729,-0.079948,Salad Place
Aldgate,51.514884613961875,-0.07835558216724178,Devonshire Square,51.51686663289739,-0.07863534498089295,Plaza
Aldgate,51.514884613961875,-0.07835558216724178,Hotel Indigo,51.5127396,-0.0759204,Hotel
Aldgate,51.514884613961875,-0.07835558216724178,My Old Place,51.516827249973375,-0.07693207663488379,Szechuan Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Pizza Union,51.51769924196798,-0.07741630443960977,Pizza Place
Aldgate,51.514884613961875,-0.07835558216724178,Notes Coffee Roaster & Wine Bar,51.5146434225322,-0.0806714225142771,Coffee Shop
Aldgate,51.514884613961875,-0.07835558216724178,Haz,51.51602223003937,-0.0785640044703027,Middle Eastern Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Kastner & Ovens,51.517913,-0.076465,Café
Aldgate,51.514884613961875,-0.07835558216724178,The Ivy City Garden,51.516493529502554,-0.08159987555896221,English Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Fazenda,51.516169,-0.077414,Coffee Shop
Aldgate,51.514884613961875,-0.07835558216724178,Omnino,51.51329283951981,-0.07829723507394994,Steakhouse
Aldgate,51.514884613961875,-0.07835558216724178,Assenheims 56,51.51622769896436,-0.08245797628094173,South American Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Honest Burgers,51.51801125179085,-0.07803758602824473,Burger Joint
Aldgate,51.514884613961875,-0.07835558216724178,Andaz London Liverpool Street - a concept by Hyatt,51.517212518524346,-0.08164485014121342,Hotel
Aldgate,51.514884613961875,-0.07835558216724178,Mattarello,51.51551833497089,-0.07543409709871418,Italian Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,The Garden at 120,51.512101155839204,-0.08079886436462401,Garden
Aldgate,51.514884613961875,-0.07835558216724178,Nude Espresso,51.51689353282747,-0.07548224175122176,Coffee Shop
Aldgate,51.514884613961875,-0.07835558216724178,Jin Bo Law,51.51420306,-0.07587914,Cocktail Bar
Aldgate,51.514884613961875,-0.07835558216724178,Ottolenghi,51.51827179652063,-0.07717729864282495,Mediterranean Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,The Craft Beer Co.,51.513859979805055,-0.07849661112357201,Beer Bar
Aldgate,51.514884613961875,-0.07835558216724178,New Street Wine,51.51733492613963,-0.07985713737762218,Wine Shop
Aldgate,51.514884613961875,-0.07835558216724178,City Social,51.51511903438918,-0.08341495048569977,Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Willis Towers Watson,51.512622052323394,-0.08142683877719897,Office
Aldgate,51.514884613961875,-0.07835558216724178,The Breakfast Club,51.518386,-0.078784,Breakfast Spot
Aldgate,51.514884613961875,-0.07835558216724178,The Mayor of Scaredy Cat Town,51.518523925994096,-0.07888216290448638,Speakeasy
Aldgate,51.514884613961875,-0.07835558216724178,Hotel Motel One London-Tower Hill,51.51263523122936,-0.07551347682886426,Hotel
Aldgate,51.514884613961875,-0.07835558216724178,The Hummingbird Bakery,51.517817201585736,-0.07684080590807907,Cupcake Shop
Aldgate,51.514884613961875,-0.07835558216724178,Franco Manca,51.517883,-0.078171305,Pizza Place
Aldgate,51.514884613961875,-0.07835558216724178,Trade Coffee,51.51742984794298,-0.0738139834766954,Coffee Shop
Aldgate,51.514884613961875,-0.07835558216724178,Haz Restaurant,51.515542025051815,-0.08223122072221635,Turkish Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,The Culpeper,51.5168755835082,-0.07307136069367991,Pub
Aldgate,51.514884613961875,-0.07835558216724178,Black Sheep Coffee,51.51399012605527,-0.07545866603170544,Coffee Shop
Aldgate,51.514884613961875,-0.07835558216724178,IRIS Bar,51.51446,-0.080264,Cocktail Bar
Aldgate,51.514884613961875,-0.07835558216724178,Crispin,51.51823466128597,-0.07626475897921868,Coffee Shop
Aldgate,51.514884613961875,-0.07835558216724178,The Gherkin,51.514458,-0.08023828,English Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Leadenhall Market,51.51274548988406,-0.08352398872375488,Market
Aldgate,51.514884613961875,-0.07835558216724178,Gunpowder,51.518436325253475,-0.0747323376373174,Indian Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Anokha,51.51375482882119,-0.07923020156645716,Indian Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Bubala,51.51773,-0.073943,Middle Eastern Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,The English Wine and Spirits Company,51.516877,-0.080368,Wine Bar
Aldgate,51.514884613961875,-0.07835558216724178,Enoteca Supertuscan,51.51821893634598,-0.07714343995917375,Wine Bar
Aldgate,51.514884613961875,-0.07835558216724178,DoubleTree by Hilton,51.51099871345703,-0.07830645679816081,Hotel
Aldgate,51.514884613961875,-0.07835558216724178,Virgin Active,51.51180363322763,-0.07458901130417583,Gym / Fitness Center
Aldgate,51.514884613961875,-0.07835558216724178,Som Saa,51.517368115600284,-0.07354676556538084,Thai Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Savage Garden,51.510899106412666,-0.07823066248372,Hotel Bar
Aldgate,51.514884613961875,-0.07835558216724178,Xi’an Biang Biang Noodles,51.51683661061507,-0.0732492150182077,Chinese Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,HotBox,51.51716181724916,-0.07335944423861195,BBQ Joint
Aldgate,51.514884613961875,-0.07835558216724178,PureGym,51.51447478691898,-0.07717315638621487,Gym / Fitness Center
Aldgate,51.514884613961875,-0.07835558216724178,Curators Coffee Studio,51.51208477262919,-0.08256764741690477,Coffee Shop
Aldgate,51.514884613961875,-0.07835558216724178,Badolina,51.51826801216535,-0.07982395758820122,Mediterranean Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Leon,51.51192630724874,-0.07971828342287393,Fast Food Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Virgin Active,51.514444752021404,-0.08530229330062866,Gym / Fitness Center
Aldgate,51.514884613961875,-0.07835558216724178,Vita Mojo,51.51892507419836,-0.07767617007366469,Salad Place
Aldgate,51.514884613961875,-0.07835558216724178,Eat Saigon,51.51820309473723,-0.07457031714856988,Vietnamese Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Pilpel,51.512326096112936,-0.08408463652770591,Falafel Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Lush,51.517902801492,-0.08228435651306659,Cosmetics Shop
Aldgate,51.514884613961875,-0.07835558216724178,Grapeshots,51.518157460847966,-0.07760219226128609,Bar
Aldgate,51.514884613961875,-0.07835558216724178,Pret A Manger,51.51455003850821,-0.08105936518356953,Sandwich Place
Aldgate,51.514884613961875,-0.07835558216724178,1901,51.51743758938789,-0.08188395797904834,Breakfast Spot
Aldgate,51.514884613961875,-0.07835558216724178,Haz Restaurant,51.51117749691772,-0.08139009792383607,Turkish Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Canto Corvino,51.5185407185002,-0.07840717394849966,Italian Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Cafe Brera,51.51206569946578,-0.07948061195864085,Café
Aldgate,51.514884613961875,-0.07835558216724178,Wahaca,51.51800186473757,-0.07841420018217037,Mexican Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Thai Square,51.51245347166384,-0.07562590584204959,Thai Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Moshi Moshi,51.518172498400176,-0.08196671712452108,Sushi Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,The Williams Ale & Cider House,51.51851732099483,-0.07844675731529265,Pub
Aldgate,51.514884613961875,-0.07835558216724178,Vertigo 42,51.515344033238605,-0.08409513370713459,Champagne Bar
Aldgate,51.514884613961875,-0.07835558216724178,Olives & Figs,51.5181727588543,-0.07756756118032561,Middle Eastern Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Cundall & Garcia,51.51921357771155,-0.07690059966887373,Deli / Bodega
Aldgate,51.514884613961875,-0.07835558216724178,The Astronomer,51.51793950933359,-0.07880447055231343,Pub
Aldgate,51.514884613961875,-0.07835558216724178,Bishopsgate Institute,51.5188740389488,-0.07911427474110194,Historic Site
Aldgate,51.514884613961875,-0.07835558216724178,Apex City of London Hotel,51.51052801385366,-0.07909591520594324,Hotel
Aldgate,51.514884613961875,-0.07835558216724178,Flavour Garden,51.511092905004745,-0.07958650588989258,Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Nusa Kitchen,51.514778253617244,-0.08490079984328935,Asian Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Pilpel Falafel,51.51909848621259,-0.07712982733096684,Falafel Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Three Uncles,51.516792,-0.080168,Cantonese Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Anthropologie,51.5191759341331,-0.07797516112761899,Women's Store
Aldgate,51.514884613961875,-0.07835558216724178,Broadleaf,51.515811,-0.083052,Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Sakana Sushi Japanese Kitchen,51.51724025437223,-0.07345280003618347,Sushi Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Hungry Donkey,51.51687478215588,-0.07411349350067456,Greek Restaurant
Aldgate,51.514884613961875,-0.07835558216724178,Piada,51.51469593862313,-0.08482728167491005,Italian Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,"Theatre Royal, Drury Lane",51.513066778067355,-0.12030367354297458,Theater
Aldwych,51.51281915023903,-0.11738759298331798,Lyceum Theatre,51.51159771114791,-0.11978483440420226,Theater
Aldwych,51.51281915023903,-0.11738759298331798,Lundenwic,51.51282288678408,-0.11834277753045877,Coffee Shop
Aldwych,51.51281915023903,-0.11738759298331798,Somerset House,51.51078575130956,-0.11789917945861816,Event Space
Aldwych,51.51281915023903,-0.11738759298331798,One Aldwych Hotel,51.51180707,-0.11936785,Hotel
Aldwych,51.51281915023903,-0.11738759298331798,Novello Theatre,51.512279575946984,-0.1193221327698747,Theater
Aldwych,51.51281915023903,-0.11738759298331798,180 The Strand,51.512671386264635,-0.11500919299834307,Art Gallery
Aldwych,51.51281915023903,-0.11738759298331798,The Courtauld Gallery,51.5115843854343,-0.11755949510958881,Art Museum
Aldwych,51.51281915023903,-0.11738759298331798,Aldwych Theatre,51.51305313198294,-0.1189932876739212,Theater
Aldwych,51.51281915023903,-0.11738759298331798,The Delaunay,51.513181,-0.117988,Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,ME London,51.51181467,-0.11869521,Hotel
Aldwych,51.51281915023903,-0.11738759298331798,Champagne + Fromage,51.51194653050263,-0.12019311089793763,Wine Shop
Aldwych,51.51281915023903,-0.11738759298331798,Augustus Harris,51.51275465266538,-0.12070055526662146,Wine Bar
Aldwych,51.51281915023903,-0.11738759298331798,Christopher's,51.51176833484214,-0.11961619586720151,American Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,San Carlo Cicchetti,51.5123863702639,-0.1204562150666614,Italian Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,Roka,51.51331205048269,-0.11619353881481752,Japanese Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,Aldwych Underground Station (Disused),51.512386025685814,-0.11585230508813124,Historic Site
Aldwych,51.51281915023903,-0.11738759298331798,The Lebanese Bakery,51.513377389874485,-0.12043790507216334,Lebanese Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,On The Bab,51.512312,-0.120689,Korean Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,Byron,51.51207646760474,-0.1205654130010481,Burger Joint
Aldwych,51.51281915023903,-0.11738759298331798,Radio,51.51187028817853,-0.11856904895827867,Cocktail Bar
Aldwych,51.51281915023903,-0.11738759298331798,The Waldorf Hilton,51.51248767036642,-0.11869422114832226,Hotel
Aldwych,51.51281915023903,-0.11738759298331798,London Transport Museum,51.5120008940347,-0.12130816793336828,Museum
Aldwych,51.51281915023903,-0.11738759298331798,Royal Opera House,51.51308279256784,-0.12196837266870422,Opera House
Aldwych,51.51281915023903,-0.11738759298331798,Balthazar,51.51258339562716,-0.12133432623564182,Brasserie
Aldwych,51.51281915023903,-0.11738759298331798,Santa Nata,51.512335,-0.121838,Bakery
Aldwych,51.51281915023903,-0.11738759298331798,Royal Ballet School,51.51291905009796,-0.12219665603755511,Dance Studio
Aldwych,51.51281915023903,-0.11738759298331798,Gelatorino,51.512737,-0.120977014,Gelato Shop
Aldwych,51.51281915023903,-0.11738759298331798,The Pig and Goose,51.51328712156263,-0.11327268421425365,French Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,SUSHISAMBA,51.512232067758305,-0.12237087210280448,Sushi Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,Linbury Theatre,51.513085717933635,-0.12188581686875992,Theater
Aldwych,51.51281915023903,-0.11738759298331798,Ben's Cookies,51.51215635708501,-0.12243603555357467,Dessert Shop
Aldwych,51.51281915023903,-0.11738759298331798,Temple Brew House,51.51294,-0.113029,Pub
Aldwych,51.51281915023903,-0.11738759298331798,Pennethorne's Cafe Bar,51.51068631814778,-0.11865904363236512,Bar
Aldwych,51.51281915023903,-0.11738759298331798,Twinings,51.51342058021976,-0.11295487718369175,Tea Room
Aldwych,51.51281915023903,-0.11738759298331798,Jubilee Hall Gym,51.51195611025909,-0.12210762544716137,Gym / Fitness Center
Aldwych,51.51281915023903,-0.11738759298331798,The Savoy Hotel,51.510180716849646,-0.12085251653289442,Hotel
Aldwych,51.51281915023903,-0.11738759298331798,American Bar,51.510117915487264,-0.11980268175086191,Cocktail Bar
Aldwych,51.51281915023903,-0.11738759298331798,Chanel,51.51233024608232,-0.12261211586913179,Boutique
Aldwych,51.51281915023903,-0.11738759298331798,eat TOKYO,51.51263706215023,-0.12048788099323776,Japanese Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,Covent Garden Market,51.51197662809401,-0.12279871749342419,Shopping Plaza
Aldwych,51.51281915023903,-0.11738759298331798,Ladurée,51.512016,-0.122743,Dessert Shop
Aldwych,51.51281915023903,-0.11738759298331798,Lincoln's Inn Fields,51.51611390655047,-0.11655807495117188,Park
Aldwych,51.51281915023903,-0.11738759298331798,Two Temple Place,51.511523025573624,-0.11223628412424885,History Museum
Aldwych,51.51281915023903,-0.11738759298331798,Venchi,51.51188837727782,-0.12248364221294553,Gelato Shop
Aldwych,51.51281915023903,-0.11738759298331798,Kastner & Ovens,51.51344414651399,-0.12255614942563876,Deli / Bodega
Aldwych,51.51281915023903,-0.11738759298331798,Savoy Tap,51.510888656711465,-0.11950894607849404,Pub
Aldwych,51.51281915023903,-0.11738759298331798,Chez Antoinette,51.511757726746886,-0.12273395179759539,Coffee Shop
Aldwych,51.51281915023903,-0.11738759298331798,The Black Penny,51.51519097792153,-0.12154506230333152,Coffee Shop
Aldwych,51.51281915023903,-0.11738759298331798,MEATmarket,51.51180490119846,-0.12211269547450206,Burger Joint
Aldwych,51.51281915023903,-0.11738759298331798,Thames Foyer,51.51037356091072,-0.1204325029671037,Tea Room
Aldwych,51.51281915023903,-0.11738759298331798,DECIEM,51.51231694142763,-0.12296032572208908,Cosmetics Shop
Aldwych,51.51281915023903,-0.11738759298331798,Beaufort Bar,51.50991101965741,-0.12014150619506836,Hotel Bar
Aldwych,51.51281915023903,-0.11738759298331798,Seven Stars,51.5149733305941,-0.11345140323730123,Pub
Aldwych,51.51281915023903,-0.11738759298331798,Savoy Theatre,51.50994444810864,-0.12086423016972793,Theater
Aldwych,51.51281915023903,-0.11738759298331798,Apple Covent Garden,51.512214,-0.123568,Electronics Store
Aldwych,51.51281915023903,-0.11738759298331798,The Ivy Market Grill,51.51149055824132,-0.12267208407193976,Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,Franco Manca,51.510908608488776,-0.12277987896741278,Pizza Place
Aldwych,51.51281915023903,-0.11738759298331798,The Fleet Street Press,51.51371026031107,-0.11167758763191621,Coffee Shop
Aldwych,51.51281915023903,-0.11738759298331798,Honest Burgers,51.51621441504332,-0.12023336218817349,Burger Joint
Aldwych,51.51281915023903,-0.11738759298331798,Paul Smith,51.5127460997744,-0.12392436938608406,Clothing Store
Aldwych,51.51281915023903,-0.11738759298331798,Masala Zone,51.51325264866744,-0.1229220815626003,Indian Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,The Edgar Wallace,51.51258527863651,-0.11281911311490778,Pub
Aldwych,51.51281915023903,-0.11738759298331798,Sir John Soane's Museum,51.51683252722464,-0.1175400405817299,History Museum
Aldwych,51.51281915023903,-0.11738759298331798,Sticks'n'Sushi,51.511038,-0.123655,Sushi Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,Margot,51.51481354534521,-0.12185178378653987,Italian Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,Milk Train,51.51157739309529,-0.1215682531666509,Ice Cream Shop
Aldwych,51.51281915023903,-0.11738759298331798,Library and Museum of Freemasonry,51.51549113874283,-0.12104387465385143,Museum
Aldwych,51.51281915023903,-0.11738759298331798,Middle Temple,51.51244063655436,-0.1116187291203534,Building
Aldwych,51.51281915023903,-0.11738759298331798,Polpo,51.510794,-0.12273,Italian Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,Burberry,51.5120381,-0.1233047,Boutique
Aldwych,51.51281915023903,-0.11738759298331798,Adelphi Theatre,51.510383315931705,-0.12306828257522057,Theater
Aldwych,51.51281915023903,-0.11738759298331798,Birley Sandwiches,51.512963373475344,-0.1132563740914341,Sandwich Place
Aldwych,51.51281915023903,-0.11738759298331798,Fortnum's Lodge,51.511107153136635,-0.11724931425337375,Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,Waterstones,51.514393035125565,-0.11686656555732454,Bookstore
Aldwych,51.51281915023903,-0.11738759298331798,Aesop,51.51167254074796,-0.1241713646515219,Cosmetics Shop
Aldwych,51.51281915023903,-0.11738759298331798,Gaucho,51.51406880816953,-0.11113110096782348,Argentinian Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,Condesa,51.510720125837025,-0.12322474758450218,Spanish Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,Startisans Market,51.514678252925926,-0.1235075949699014,Market
Aldwych,51.51281915023903,-0.11738759298331798,Top Secret Comedy,51.5153842464309,-0.12320203003363296,Comedy Club
Aldwych,51.51281915023903,-0.11738759298331798,Freemasons' Hall,51.51496116000009,-0.1216109989249344,Building
Aldwych,51.51281915023903,-0.11738759298331798,Gillian Lynne Theatre,51.51523139490912,-0.12249218231776687,Theater
Aldwych,51.51281915023903,-0.11738759298331798,% Arabica,51.511728,-0.124049,Coffee Shop
Aldwych,51.51281915023903,-0.11738759298331798,Shake Shack Covent Garden,51.51181643188896,-0.12259807566829153,Burger Joint
Aldwych,51.51281915023903,-0.11738759298331798,Kaspar's Seafood Bar and Grill,51.50963724523147,-0.12005567550659178,Seafood Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,Temple Gardens,51.51115382347486,-0.11147184744160607,Park
Aldwych,51.51281915023903,-0.11738759298331798,Lowlander Grand Cafe,51.51490679847883,-0.1223824150685712,Beer Bar
Aldwych,51.51281915023903,-0.11738759298331798,Rules,51.51079346216121,-0.12313234655823375,English Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,HQS Wellington,51.51067924940085,-0.11221419859319487,Boat or Ferry
Aldwych,51.51281915023903,-0.11738759298331798,Smith & Wollensky,51.50955719454377,-0.12224099129849153,Steakhouse
Aldwych,51.51281915023903,-0.11738759298331798,Honest Burgers,51.510870502238824,-0.12212223189453653,Burger Joint
Aldwych,51.51281915023903,-0.11738759298331798,Vaudeville Theatre,51.51012943314585,-0.12226861116006404,Theater
Aldwych,51.51281915023903,-0.11738759298331798,"Club Quarters Hotel, Lincoln's Inn Fields",51.516055459043756,-0.11859018480481609,Hotel
Aldwych,51.51281915023903,-0.11738759298331798,Red Farm,51.51248085512774,-0.12166067589114667,Dim Sum Restaurant
Aldwych,51.51281915023903,-0.11738759298331798,The Z Hotel City,51.513941099756934,-0.11042312521837516,Hotel
Aldwych,51.51281915023903,-0.11738759298331798,Nuffield Health Fitness & Wellbeing Gym,51.51415625004893,-0.12390816109064977,Gym
Aldwych,51.51281915023903,-0.11738759298331798,Inner Temple Garden,51.5125941002219,-0.11035478965541914,Garden
Aldwych,51.51281915023903,-0.11738759298331798,The Cheshire Cheese,51.512531397347644,-0.11317753340511719,Pub
Aldwych,51.51281915023903,-0.11738759298331798,Abuelo,51.51136144623197,-0.12232649726119967,Coffee Shop
Aldwych,51.51281915023903,-0.11738759298331798,Zara,51.51340645273436,-0.12347729537733292,Clothing Store
Anerley,51.40858461066507,-0.06698850851315456,Co-op Food,51.4126444640857,-0.06753802299499512,Grocery Store
Anerley,51.40858461066507,-0.06698850851315456,Betts Park,51.40875499791467,-0.06727795404825362,Park
Anerley,51.40858461066507,-0.06698850851315456,Anerley Railway Station (ANZ),51.41209854594252,-0.06583302238761815,Train Station
Anerley,51.40858461066507,-0.06698850851315456,Tesco Express,51.405853182197404,-0.0650405677283463,Grocery Store
Anerley,51.40858461066507,-0.06698850851315456,Wickes,51.412002,-0.064973,Hardware Store
Angel,51.38162508011553,-0.06812554216824429,The Tram Stop,51.380187656637844,-0.07337788601143598,Café
Angel,51.38162508011553,-0.06812554216824429,Co-op Food,51.38196896582147,-0.06971730846321986,Grocery Store
Angel,51.38162508011553,-0.06812554216824429,Greggs,51.380587,-0.072401,Bakery
Angel,51.38162508011553,-0.06812554216824429,Ashburton Park,51.38542811293035,-0.06540298461914062,Park
Angel,51.38162508011553,-0.06812554216824429,Sainsbury's Local,51.38086495939065,-0.07186163496308406,Grocery Store
Angel,51.38162508011553,-0.06812554216824429,Zafran,51.382393801547096,-0.06794891819231727,Indian Restaurant
Angel,51.38162508011553,-0.06812554216824429,Tesco Express,51.381669016890854,-0.06217079327157345,Grocery Store
Angel,51.38162508011553,-0.06812554216824429,KFC,51.380105,-0.07357,Fast Food Restaurant
Angel,51.38162508011553,-0.06812554216824429,Bingham park,51.37971402385822,-0.06878141934625004,Park
Angel,51.38162508011553,-0.06812554216824429,The Saucy Sausage,51.38057794872125,-0.07194071012705298,Diner
Angel,51.38162508011553,-0.06812554216824429,Blackhorse Lane London Tramlink Stop,51.384895375884376,-0.0703078623609795,Tram Station
Angel,51.38162508011553,-0.06812554216824429,Coughlans Bakery,51.380100680571324,-0.07320068809233497,Bakery
Angel,51.38162508011553,-0.06812554216824429,Claret & Ale,51.380007373423545,-0.07377396182731018,Pub
Angel,51.38162508011553,-0.06812554216824429,Addiscombe Recreation Ground,51.37792169146046,-0.07079422473907471,Park
Angel,51.38162508011553,-0.06812554216824429,Brothers,51.379690251281524,-0.07434738184937484,Fast Food Restaurant
Archway,51.571736869385724,-0.14672551656361218,The Duke's Head,51.57050208827342,-0.14615753139221976,Pub
Archway,51.571736869385724,-0.14672551656361218,The Red Lion & Sun,51.572620631694015,-0.14991078717934953,Gastropub
Archway,51.571736869385724,-0.14672551656361218,The Gatehouse,51.571418,-0.150015,Pub
Archway,51.571736869385724,-0.14672551656361218,Waterlow Park,51.56901643444715,-0.14504063726792185,Park
Archway,51.571736869385724,-0.14672551656361218,GAIL's Bakery,51.57111988154387,-0.14899215323729678,Bakery
Archway,51.571736869385724,-0.14672551656361218,Highgate Pantry,51.57104306865379,-0.14900451697400996,Café
Archway,51.571736869385724,-0.14672551656361218,Pond Square,51.57073228850292,-0.14905177682158005,Plaza
Archway,51.571736869385724,-0.14672551656361218,The Flask,51.56987583732971,-0.15082860285644983,Pub
Archway,51.571736869385724,-0.14672551656361218,High Tea of Highgate,51.57074248720146,-0.1475008410490579,Tea Room
